#bp.overlap	chr	cpgnum	entrez	gcnum	genesym	name	obsexp	refgene	start	stop	pval	qval	Class	nonzero_frac	avgGrpA	avgGrpB	150410_MCS0001_V1D_CACGAT_L002_R1	150410_MCS0002_V1D_ATACGG_L008_R1	150410_MCS0004_V1D_GATGCT_L008_R1	150410_MCSLNP4014_V1D_GGCCTG_L008_R1	150410_MCSLNP4015_V1D_TGAATG_L002_R1	MCSLNP4021_V1D
979;979	chr8	100	137392;642924	701	FAM92A1;LINC00535	CpG:100	0.8	NM_145269;NR_033858	94712366	94713345	0.758780067	0.890220861	0	0.396666667	0.000250483	0.001449947	0	0.000595276	0.000156172	7.32392E-06	0.000344973	0.003997543
878	chr1	93	200205	619	IBA57	CpG:93	0.86	NM_001010867	228353108	228353986	0.758862326	0.890246726	0	0.237623762	0.000123679	0.002072673	0.000371037	0	0	1.52657E-07	3.31036E-05	0.006184762
1159;929	chr3	136	5364;5364	853	PLXNB1;PLXNB1	CpG:136	0.88	NM_002673;NM_001130082	48470230	48471389	0.758991083	0.890321596	0	0.347619048	0.000227682	0.001147141	9.14001E-05	0.000508986	8.26605E-05	0.000392783	0.000171819	0.002876821
671;671;671	chr21	80	150082;6450;6450	483	LCA5L;SH3BGR;SH3BGR	CpG:80	0.93	NM_152505;NM_001001713;NM_007341	40817302	40817973	0.759046582	0.890321596	0	0.335416667	0.000176083	0.001330662	0	0.00052825	0	0	0.000105699	0.003886288
959;1374	chr10	173	1592;1592	1317	CYP26A1;CYP26A1	CpG:173	0.8	NM_057157;NM_000783	94833272	94835256	0.75917894	0.890406206	0	0.494219653	0.000359293	0.000527841	9.46185E-06	0.00062739	0.000441028	0.000501061	0.00059815	0.000484311
1287;1287;1287;1287;515;1287;1287;1287	chr16	133	10607;735301;6187;146310;6123;574042;26784;677844	861	TBL3;SNHG9;RPS2;RNF151;RPL3L;SNORA10;SNORA64;SNORA78	CpG:133	0.94	NM_006453;NR_003142;NM_002952;NM_174903;NM_005061;NR_002327;NR_002326;NR_003020	2014164	2015451	0.759428023	0.890627693	0	0.409774436	0.00072418	0.002614606	0.00060932	0.001563219	0	0.000888309	0.000315291	0.006640217
613	chr5	66	100132356	393	LOC100132356	CpG:66	1.05	NR_034127	43066398	43067011	0.759839417	0.891039482	0	0.492424242	0.000454606	0.00038877	0.000792676	0.000571142	0	0.00055149	0	0.000614822
330	chr19	31	163131	210	ZNF780B	CpG:31	0.99	NM_001005851	40561820	40562150	0.760084977	0.891256752	0	0.532258065	0.001097418	0.00135346	0.001670746	0	0.001621509	0	1.11433E-06	0.004059266
1161	chr1	95	27245	610	AHDC1	CpG:95	1.19	NM_001029882	27929705	27930866	0.760196049	0.891316303	0	0.329333333	4.97919E-05	0.000820649	0	7.66921E-05	7.26837E-05	6.74188E-06	5.52797E-06	0.002449677
343;343;343	chr5	36	51164;51164;51164	212	DCTN4;DCTN4;DCTN4	CpG:36	1.12	NM_001135643;NM_016221;NM_001135644	150138371	150138714	0.760351755	0.891360773	0	0.583333333	0.000338738	0.000721866	1.54163E-05	0.001000798	0	0.000112894	4.66344E-05	0.002006071
689	chr22	60	54471	492	SMCR7L	CpG:60	0.68	NM_019008	39898100	39898789	0.760354553	0.891360773	0	0.633333333	0.000597093	0.002532515	0.000949718	0	0.00084156	9.83739E-05	0.000644687	0.006854485
772;2084;2463;2463;2463;2463;2463	chr19	250	6203;79042;79143;79143;79143;79143;79042	1675	RPS9;TSEN34;MBOAT7;MBOAT7;MBOAT7;MBOAT7;TSEN34	CpG:250	0.9	NM_001013;NM_024075;NM_024298;NM_001146056;NM_001146082;NM_001146083;NM_001077446	54693034	54695497	0.760513114	0.891439512	0	0.26953125	7.29813E-05	0.001089886	0.000218944	0	0	0	0.000188349	0.003081308
575	chr11	58	220064	411	ORAOV1	CpG:58	0.79	NM_153451	69489754	69490329	0.760542307	0.891439512	0	0.405172414	0.000295868	0.001412224	0.000810592	6.55653E-05	1.1446E-05	0.000361739	1.72287E-05	0.003857706
581;581;581;453;581;581	chr20	57	388796;677840;26777;26776;677839;388796	368	LOC388796;SNORA71D;SNORA71A;SNORA71B;SNORA71C;LOC388796	CpG:57	0.98	NR_015366;NR_003018;NR_002911;NR_002910;NR_003017;NR_027241	37063525	37064106	0.760752922	0.891513601	0	0.327956989	6.25216E-05	0.000674714	3.08546E-06	0.000184479	0	0	5.27353E-05	0.001971407
684	chr3	60	56922	450	MCCC1	CpG:60	0.82	NM_020166	182816771	182817455	0.760780724	0.891513601	0	0.519444444	0.001498709	0.002873422	3.13719E-05	0.004464755	0	6.27233E-06	0.001186031	0.007427963
1000;1000	chr5	104	54540;54540	695	FAM193B;FAM193B	CpG:104	0.86	NM_001190946;NR_024019	176980789	176981789	0.760786412	0.891513601	0	0.428571429	0.000330487	0.001615267	0.000476874	0.000146412	0.000368177	0.000135869	0.000146556	0.004563375
1233	chr4	117	55013	838	CCDC109B	CpG:117	0.83	NM_017918	110480827	110482060	0.761104082	0.891815173	0	0.504273504	0.000517172	0.001905421	0.001131946	1.42491E-05	0.000405321	0.000576146	0	0.005140118
739;739;739	chr17	62	10476;10476;23510	502	ATP5H;ATP5H;KCTD2	CpG:62	0.73	NM_006356;NM_001003785;NM_015353	73042577	73043316	0.761203076	0.891860487	0	0.51344086	0.000299248	0.000639132	0.000852575	3.76332E-05	7.53532E-06	2.79782E-05	0.000215005	0.001674413
716;716	chr10	51	283011;9585	441	FLJ37201;KIF20B	CpG:51	0.75	NR_026835;NM_016195	91460899	91461615	0.761287556	0.891865435	0	0.493464052	0.000461823	0.000443995	0.000556843	0.000828627	0	5.30146E-05	0.000876153	0.000402819
674;674	chr6	66	245806;245806	453	VGLL2;VGLL2	CpG:66	0.87	NM_182645;NM_153453	117586482	117587156	0.761327944	0.891865435	0	0.532828283	0.000580121	0.000718456	0	0.001740364	0	0.000656987	0.000467512	0.001030869
1498	chr6	177	4121	1195	MAN1A1	CpG:177	0.91	NM_005907	119669589	119671424	0.761484416	0.891978062	0	0.364433812	0.00023952	0.000136373	0.000445486	3.96984E-05	0.000233376	0.000180732	2.06338E-05	0.000207755
1168	chr8	118	10174	762	SORBS3	CpG:118	0.95	NM_001018003	22422534	22423702	0.761645634	0.892096229	0	0.949425287	0.003305433	0.002291294	0.005835167	0.00248728	0.001593853	0.002939092	0.00078248	0.003152311
296;296	chr7	28	799;799	217	CALCR;CALCR	CpG:28	0.71	NM_001164737;NM_001742	93204085	93204381	0.762162535	0.892570538	0	0.666666667	0.000590074	0.001230025	0	0	0.001770223	0.002649999	0.000293363	0.000746714
146;1850	chr19	129	51070;57479	995	NOSIP;PRR12	CpG:129	0.97	NM_015953;NM_020719	50093657	50095507	0.762171325	0.892570538	0	0.263333333	0.000116259	0.000349235	0.000348777	0	0	0	1.73732E-05	0.001030333
257;257;257	chr13	19	3981;84945;3981	180	LIG4;ABHD13;LIG4	CpG:19	0.8	NM_206937;NM_032859;NM_002312	108867107	108867364	0.762449246	0.892825289	0	1	0.007041144	0.006315663	0.004999313	0.006965908	0.00915821	0.007595311	0.004716775	0.006634903
1009;1009	chr10	101	23411;23411	642	SIRT1;SIRT1	CpG:101	1	NM_001142498;NM_012238	69644169	69645178	0.762559289	0.892883431	0	0.239018088	0.00018681	0.000650597	0.000389458	0	0.000170973	0	2.24766E-06	0.001949542
497;497;497	chr1	48	84722;84722;84722	326	PSRC1;PSRC1;PSRC1	CpG:48	0.9	NM_001005290;NM_032636;NM_001032291	109825710	109826207	0.763070243	0.893410955	0	0.489583333	0.00035939	0.002409074	0.000198848	0.000879321	0	0.0002317	0	0.006995523
1687;1688	chr3	138	4241;4241	1145	MFI2;MFI2	CpG:138	0.72	NM_005929;NM_033316	196755677	196757374	0.763226655	0.893502648	0	0.752723312	0.008579705	0.012352383	0.008179562	0.008590332	0.008969221	0.011552992	0.007067554	0.018436604
1424;1424	chr12	121	121536;121536	781	AEBP2;AEBP2	CpG:121	1.19	NM_153207;NM_001114176	19592183	19593685	0.763269425	0.893502648	0	0.37979798	0.000276232	0.000537484	0	0	0.000828695	0	0.000540195	0.001072258
359	chr2	31	51002	222	TPRKB	CpG:31	0.92	NM_016058	73964318	73964677	0.763402158	0.893587277	0	0.629032258	0.001043811	0.001184384	0.001621184	8.56019E-06	0.001501689	3.37258E-05	6.04784E-05	0.003458949
906	chr10	138	100499489	849	LOC100499489	CpG:138	0.97	NR_036533	22725491	22726764	0.763478382	0.893605753	0	0.661835749	0.001146705	0.002349893	0.000847555	0.001663549	0.000929012	0.000761094	0.000741311	0.005547273
631;631;631;631	chr5	66	1456;1456;1456;NA	379	CSNK1G3;CSNK1G3;CSNK1G3;NA	CpG:66	1.16	NM_004384;NM_001044723;NM_001031812;NM_001044722	122847661	122848292	0.763647915	0.89373343	0	0.377192982	0.000626184	0.000323511	0.001878553	0	0	0.000526093	0	0.00044444
239;239;239	chr19	18	10661;2639;2639	159	KLF1;GCDH;GCDH	CpG:18	0.72	NM_006563;NM_013976;NM_000159	13002417	13002656	0.763790983	0.893830116	0	0.5	0.001565605	0.002831696	0.001766257	0	0.002930559	0	0	0.008495087
388	chr3	36	90288	241	EFCAB12	CpG:36	0.97	NM_207307	129147229	129147617	0.763914724	0.89390417	0	0.976851852	0.003673346	0.002420287	0.001241961	0.001087786	0.008690291	0.003283622	0.00122367	0.002753568
984;1292;1280;1036	chr3	129	389170;647033;730091;389170	827	LEKR1;PA2G4P4;LOC730091;LEKR1	CpG:129	0.98	NM_001193283;NR_003284;NR_038387;NM_001004316	156533839	156535131	0.76399805	0.893910753	0	0.788647343	0.007208511	0.006753562	0.004898382	0.006494341	0.010232811	0.008436089	0.004776522	0.007048076
1248	chr7	123	4852	995	NPY	CpG:123	0.76	NM_000905	24323558	24325080	0.764092004	0.893910753	0	0.741192412	0.000958833	0.001275752	0.000333739	0.001721156	0.000821604	0.001402095	0.001102914	0.001322246
369;369;369	chr12	37	65012;115557;115557	277	SLC26A10;ARHGEF25;ARHGEF25	CpG:37	0.73	NM_133489;NM_182947;NR_046223	58004982	58005351	0.764101731	0.893910753	0	0.337837838	2.87406E-05	0.001215684	0	2.78963E-05	5.83256E-05	0	1.87984E-06	0.003645173
5225;3367	chr8	524	8694;83482	4278	DGAT1;SCRT1	CpG:524	0.8	NM_012079;NM_031309	145555342	145562310	0.76427474	0.894042411	0	0.70508744	0.001792997	0.003413145	0.001398364	0.002205533	0.001775093	0.004109242	0.002390065	0.003740128
255;255	chr9	20	1993;1993	156	ELAVL2;ELAVL2	CpG:20	0.93	NM_001171197;NM_001171195	23822412	23822667	0.764422558	0.8940935	0	1	0.006572372	0.007224743	0.006315889	0.00765929	0.005741935	0.011405099	0.003665478	0.006603653
220;220	chr19	20	56917;56917	161	MEIS3;MEIS3	CpG:20	0.73	NM_001009813;NM_020160	47925306	47925526	0.764610869	0.8940935	0	0.55	0.000257402	0.001879947	0.000133887	0	0.000638319	0	0.005405912	0.00023393
1688	chr3	127	26137	1025	ZBTB20	CpG:127	0.82	NM_015642	114865436	114867124	0.764621686	0.8940935	0	0.419708029	0.000435758	0.001092492	0.000381873	0.000925401	0	0.000316505	0.000326159	0.002634813
547;547	chr19	46	80700;80700	310	UBXN6;UBXN6	CpG:46	1.08	NM_001171091;NM_025241	4457493	4458040	0.764636791	0.8940935	0	0.424528302	0.000128659	0.002001693	9.12355E-06	0.000351765	2.50896E-05	5.74245E-06	6.54169E-05	0.005933921
777	chr10	60	3070	468	HELLS	CpG:60	0.89	NM_018063	96305116	96305893	0.764647161	0.8940935	0	0.236111111	3.73591E-05	0.001597594	0.000112077	0	0	0	2.19055E-05	0.004770877
931	chr10	90	23082	649	PPRC1	CpG:90	0.82	NM_015062	103892659	103893590	0.764725492	0.8940935	0	0.227777778	8.55506E-05	0.000368674	0.000256652	0	0	0.000148412	0	0.000957611
1399;1399;1399;1399;1399;1399	chr17	126	113026;79777;79777;79777;79777;79777	930	PLCD3;ACBD4;ACBD4;ACBD4;ACBD4;ACBD4	CpG:126	0.82	NM_133373;NM_024722;NM_001135707;NM_001135706;NM_001135705;NM_001135704	43209347	43210746	0.764741724	0.8940935	0	0.486810552	0.000775309	0.002919249	0.000274761	0.001271386	0.00077978	0.000476084	0.000385927	0.007895734
446	chr1	41	54987	290	C1orf123	CpG:41	0.89	NM_017887	53685945	53686391	0.764904387	0.894212965	0	0.239130435	0.000280151	0.001015688	0.000840454	0	0	0	0.000321524	0.002725541
617;617;617	chr1	59	728463;7042;7042	391	LOC728463;TGFB2;TGFB2	CpG:59	0.95	NR_046268;NM_003238;NM_001135599	218519057	218519674	0.764979774	0.894230389	0	0.412698413	0.000793301	0.00070877	0.000827766	0	0.001552136	0	0	0.002126309
230;980	chr11	172	5241;5241	1210	PGR;PGR	CpG:172	0.82	NM_000926;NM_001202474	100998030	100999774	0.765040302	0.894230443	0	0.752327747	0.001258696	0.00235086	4.30748E-06	0.000472178	0.003299602	0.004205893	0.002073332	0.000773354
466	chr4	37	56978	296	PRDM8	CpG:37	0.79	NM_001099403	81118137	81118603	0.765155653	0.894294572	0	1	0.047738194	0.064305082	0.110964591	0.017047147	0.015202844	0.065139814	0.081345736	0.046429695
2248;1258	chr2	238	344558;100287216	1517	SH3RF3;SH3RF3-AS1	CpG:238	0.93	NM_001099289;NR_029193	109744585	109746833	0.765325599	0.894350679	0	0.662280702	0.001508554	0.002223387	0.000731292	0.000590788	0.003203582	0.003276277	0.001340151	0.002053733
637;637;637;637;637;637	chr17	63	5892;5892;5892;5892;5892;54752	457	RAD51D;RAD51D;RAD51D;RAD51D;RAD51D;FNDC8	CpG:63	0.77	NM_002878;NR_037711;NR_037712;NM_133629;NM_001142571;NM_017559	33446426	33447063	0.765360931	0.894350679	0	0.634920635	0.000532932	0.001902593	0.000818725	0.000632628	0.000147444	0.000704282	1.12618E-05	0.004992234
705;705	chr2	78	1058;1058	482	CENPA;CENPA	CpG:78	0.95	NM_001042426;NM_001809	27008760	27009465	0.765385129	0.894350679	0	0.292735043	0.000102147	0.002466448	0	0.000306441	0	6.77637E-05	0	0.007331579
1254;1254	chr6	101	7726;7726	747	TRIM26;TRIM26	CpG:101	0.91	NM_001242783;NM_003449	30180933	30182187	0.765710647	0.894541373	0	0.330128205	0.000327738	0.000973959	0.000497362	0	0.000485853	2.73425E-05	2.63771E-06	0.002891897
903;787	chr3	75	846;846	595	CASR;CASR	CpG:75	0.8	NM_001178065;NM_000388	121902742	121903645	0.765713297	0.894541373	0	0.769547325	0.001206646	0.002805151	1.28405E-06	0.001417574	0.002201081	0.003721748	0.001440079	0.003253625
253;253;253;253;253	chr3	25	100507086;1739;1739;1739;100616216	162	DLG1-AS1;DLG1;DLG1;DLG1;MIR4797	CpG:25	0.98	NR_038289;NM_001204386;NM_004087;NM_001098424;NR_039960	197025852	197026105	0.765735046	0.894541373	0	0.42	0.001070342	0.001149563	0	0.001600949	0.001610078	0	3.22546E-06	0.003445464
1312;1312	chr4	119	57587;83891	773	KIAA1430;SNX25	CpG:119	1.05	NM_020827;NM_031953	186130584	186131896	0.765811331	0.894541373	0	0.398039216	0.000204771	0.001203865	0.000375373	0	0.000238939	0	0.000262846	0.003348749
1022;1022	chr12	80	5501;5501	592	PPP1CC;PPP1CC	CpG:80	0.95	NM_001244974;NM_002710	111180006	111181028	0.765850842	0.894541373	0	0.36407767	0.000147964	0.000489005	3.35997E-05	0.000410291	1.73412E-09	0.000310368	5.06845E-06	0.001151579
1459;1463;1406	chr12	152	80324;80324;80324	993	PUS1;PUS1;PUS1	CpG:152	0.93	NM_001002019;NM_025215;NM_001002020	132413338	132414801	0.766258153	0.894946424	0	0.394514768	0.000161159	0.001104765	8.18339E-05	8.16755E-05	0.000319968	5.51324E-06	0.000103502	0.00320528
879;879	chr2	70	5861;5861	560	RAB1A;RAB1A	CpG:70	0.83	NM_004161;NM_015543	65356735	65357614	0.766447806	0.895055397	0	0.292735043	0.000441481	0.0010746	0.001324444	0	0	7.97828E-06	8.74546E-05	0.003128366
511;511	chr1	55	1141;55585	341	CHRNB2;UBE2Q1	CpG:55	1.02	NM_000748;NM_017582	154531054	154531565	0.766472531	0.895055397	0	0.328358209	0.000185261	0.000459315	0.000555784	0	0	0.000234097	0	0.00114385
1323	chr11	116	975	830	CD81	CpG:116	0.93	NM_004356	2398223	2399598	0.766657556	0.895200755	0	0.477707006	0.001379771	0.003066677	0.001268115	0.001729436	0.00114176	0.001804519	1.59473E-05	0.007379566
771;583	chr16	89	54920;55794	513	DUS2L;DDX28	CpG:89	1.05	NM_017803;NM_018380	68056582	68057353	0.76681668	0.89531585	0	0.486891386	0.000694811	0.002274667	0.001647985	0.000436448	0	0	0.0003289	0.006495101
1704;1704;1704;1704	chr2	169	6082;4691;654321;25826	1085	SNORD20;NCL;SNORA75;SNORD82	CpG:169	0.98	NR_002908;NM_005381;NR_002921;NR_004398	232328445	232330149	0.766891148	0.895332093	0	0.344383057	0.000765486	0.00157376	0.000649515	0.00099545	0.000651493	0.000708847	0.00071862	0.003293814
1617;1482;1617	chr4	119	256880;3015;79982	847	LOC256880;H2AFZ;DNAJB14	CpG:119	1.08	NR_002799;NM_002106;NM_001031723	100870377	100871994	0.767091301	0.895495056	0	0.207070707	0.000218096	0.000567506	0.000397799	0	0.000256489	0	0	0.001702518
556	chr3	48	57599	353	WDR48	CpG:48	0.87	NM_020839	39093469	39094025	0.767210069	0.89552882	0	0.347953216	0.000244526	0.000660884	0	0.000733578	0	0	0.000170155	0.001812498
313;387;387	chr8	34	552860;401474;401474	247	SAMD12-AS1;SAMD12;SAMD12	CpG:34	0.9	NR_038210;NM_207506;NM_001101676	119633926	119634313	0.767611625	0.89552882	0	0.397058824	0.000112982	0.00185595	0	0.000338946	0	4.9162E-05	3.30288E-05	0.00548566
1285;1640;1649	chr3	193	317649;2850;317649	1120	EIF4E3;GPR27;EIF4E3	CpG:193	1.01	NM_173359;NM_018971;NM_001134649	71802560	71804209	0.76789811	0.89552882	0	0.76417704	0.0041331	0.005948913	0.003602149	0.003970523	0.004826629	0.009199621	0.004804166	0.003842953
647	chr2	65	65080	420	MRPL44	CpG:65	0.95	NM_022915	224821928	224822575	0.767988684	0.89552882	0	0.505128205	0.000472207	0.000479422	0.000804871	0.000611751	0	0	0.00064947	0.000788795
881;881	chr11	78	254102;254100	580	EHBP1L1;LOC254100	CpG:78	0.82	NM_001099409;NR_038923	65341620	65342501	0.768102754	0.89552882	0	0.524691358	0.000372024	0.000697637	0.000645884	0	0.000470189	0.000427664	0.000621769	0.001043479
411;411;411	chr16	34	26231;26231;29100	267	LRRC29;LRRC29;TMEM208	CpG:34	0.79	NM_001004055;NM_012163;NM_014187	67260744	67261155	0.768194505	0.89552882	0	0.426470588	0.000636713	0.000760626	0.001502293	0.000407846	0	0.000559018	0	0.001722861
467;467	chr3	62	348825;100132526	333	TPRXL;LOC100132526	CpG:62	1.05	NR_002223;NR_036481	13974400	13974867	0.768220121	0.89552882	0	1	0.02288948	0.030745725	0.020829434	0.021727232	0.026111773	0.056891482	0.015567528	0.019778165
1316	chr6	114	7128	816	TNFAIP3	CpG:114	0.9	NM_006290	138187825	138189141	0.768224297	0.89552882	0	0.245179063	0.000507985	0.000191962	0.000356709	0.001167247	0	0.000151889	0	0.000423998
616	chr5	66	23567	428	ZNF346	CpG:66	0.89	NM_012279	176449499	176450115	0.768273813	0.89552882	0	0.409090909	0.000213122	0.00168311	0	0.000639366	0	0	9.48043E-05	0.004954527
1516	chr8	213	55636	1191	CHD7	CpG:213	1.43	NM_017780	61590807	61593180	0.768328594	0.89552882	0	0.232704403	4.70796E-05	0.000214251	0.000141088	1.50788E-07	0	1.9404E-06	2.40331E-06	0.00063841
822;1841;841;841;841	chr10	165	10771;10771;10771;10771;10771	965	ZMYND11;ZMYND11;ZMYND11;ZMYND11;ZMYND11	CpG:165	1.33	NM_006624;NM_001202464;NM_212479;NM_001202465;NM_001202466	180582	182452	0.768348118	0.89552882	0	0.425997426	0.000271819	0.001189987	0.000564728	3.26484E-05	0.00021808	0.000133134	0.000342884	0.003093943
1094;1094;1094	chr22	88	63929;63929;6767	700	XPNPEP3;XPNPEP3;ST13	CpG:88	0.79	NM_001204827;NM_022098;NM_003932	41252146	41253240	0.768642813	0.89552882	0	0.265151515	0.000190489	0.001148407	0.000571468	0	0	0	4.32475E-05	0.003401974
1323;1323	chr16	116	84256;84256	910	FLYWCH1;FLYWCH1	CpG:116	0.75	NM_032296;NM_020912	2954191	2955514	0.76868487	0.89552882	0	0.352011494	0.000410109	0.001460281	0.000452181	3.45605E-07	0.0007778	7.00906E-06	1.22401E-05	0.004361594
534	chr5	93	411	580	ARSB	CpG:93	1.09	NM_198709	78280317	78281300	0.768859592	0.89552882	0	0.435897436	0.000372063	0.000563588	0.000402429	0.000325077	0.000388682	0	0.000328107	0.001362658
754;754;754;754	chr2	102	57669;57669;57669;57669	558	EPB41L5;EPB41L5;EPB41L5;EPB41L5	CpG:102	0.99	NM_020909;NM_001184937;NM_001184939;NM_001184938	120770397	120771151	0.768938423	0.89552882	0	0.370915033	0.000144511	0.001498663	0.000430292	9.73344E-09	3.23203E-06	2.95755E-06	0.000104049	0.004388982
450;450;450	chr8	53	51105;51105;51105	309	PHF20L1;PHF20L1;PHF20L1	CpG:53	1.01	NM_016018;NM_198513;NM_032205	133787441	133787891	0.768975019	0.89552882	0	0.264550265	6.65883E-05	0.000231457	0.000199765	0	0	0	3.71219E-05	0.000657248
403;403;403;403	chr15	31	25764;25764;NA;100302254	256	HYPK;HYPK;NA;MIR1282	CpG:31	0.84	NM_016400;NM_001199885;NM_001033517;NR_031695	44092737	44093140	0.76916525	0.89552882	0	0.537634409	0.000166528	0.004720959	9.68498E-05	0.00039581	6.92277E-06	8.81953E-05	9.39551E-05	0.013980726
979;979;979	chr15	134	1136;1136;1136	927	CHRNA3;CHRNA3;CHRNA3	CpG:134	0.85	NM_001166694;NM_000743;NR_046313	78912246	78913616	0.769234142	0.89552882	0	0.595720721	0.001219037	0.004788816	0.001873996	0.001369379	0.000413736	0.012414755	3.89435E-05	0.00191275
657;657;657	chr16	82	55692;55692;83986	474	LUC7L;LUC7L;ITFG3	CpG:82	0.96	NM_201412;NM_018032;NM_032039	278838	279495	0.769494037	0.89552882	0	0.530487805	0.00029886	0.00476327	0.000464831	1.15518E-05	0.000420196	2.86785E-05	0.000101611	0.014159522
1067;1067;1067	chr14	117	51528;51528;112849	737	JKAMP;JKAMP;L3HYPDH	CpG:117	0.92	NM_016475;NM_001098625;NM_144581	59950460	59951527	0.769508857	0.89552882	0	0.457264957	0.000189885	0.00041998	0	0.000361196	0.000208458	0.000345854	0.000381913	0.000532173
526;526	chr11	61	113130;7542	345	CDCA5;ZFPL1	CpG:61	1.08	NM_080668;NM_006782	64851302	64851828	0.769747575	0.89552882	0	0.399509804	0.000319651	0.002118198	0	0.000215884	0.000743069	0	0	0.006354593
1134;1134;1134	chr14	117	51062;11183;11183	755	ATL1;MAP4K5;MAP4K5	CpG:117	0.94	NM_001127713;NM_006575;NM_198794	50998577	50999711	0.769771183	0.89552882	0	0.284615385	0.000216598	0.000164763	0	0.000237648	0.000412147	0	0	0.00049429
231	chr4	32	23022	163	PALLD	CpG:32	1.11	NM_001166109	169552716	169552947	0.769976917	0.89552882	0	0.885416667	0.001940728	0.002940204	1.04724E-05	0.001287458	0.004524255	0.005132802	0.002907973	0.000779838
384;384	chr6	38	8366;8358	232	HIST1H4B;HIST1H3B	CpG:38	1.09	NM_003544;NM_003537	26031880	26032264	0.770007549	0.89552882	0	0.51754386	0.001124115	0.000769234	0.003372345	0	0	0.001137453	0.001169625	6.2345E-07
214	chr16	24	653390	146	RRN3P2	CpG:24	0.98	NR_003369	29086220	29086434	0.770208694	0.89552882	0	0.666666667	0.005507622	0.004061622	0.006048186	0.008776592	0.001698088	0.012184867	0	0
319	chr19	59	10945	244	KDELR1	CpG:59	1.26	NM_006801	48901804	48902123	0.770713815	0.89552882	0	0.86440678	0.001004184	0.002442389	0.000826829	0.001256589	0.000929135	0.0010921	6.07782E-05	0.006174289
951;951;951;951;951	chr12	94	89894;89894;89894;10961;10961	642	TMEM116;TMEM116;TMEM116;ERP29;ERP29	CpG:94	0.87	NM_001193453;NM_138341;NM_001193531;NM_006817;NM_001034025	112450905	112451856	0.770726367	0.89552882	0	0.273049645	0.00024427	0.000557233	0.000195274	0	0.000537535	0	0	0.0016717
614	chr11	68	25884	418	CHRDL2	CpG:68	0.98	NM_015424	74442260	74442874	0.770874461	0.89552882	0	0.845833333	0.005567845	0.006290479	0.00054906	0.006485786	0.009668691	0.008433722	0.005231114	0.005206599
310	chr16	33	11105	212	PRDM7	CpG:33	0.92	NM_001098173	90148483	90148793	0.771094542	0.89552882	0	0.97979798	0.008212541	0.010392023	0.007109415	0.016763326	0.000764883	0.017596147	0.003191075	0.010388847
1057	chr2	98	2591	742	GALNT3	CpG:98	0.75	NM_004482	166649909	166650966	0.77109695	0.89552882	0	0.976190476	0.002549353	0.00297838	0.002720775	0.002131291	0.002795993	0.004514683	0.002254422	0.002166035
1475	chr2	132	6711	844	SPTBN1	CpG:132	1.1	NM_003128	54682899	54684374	0.77120181	0.89552882	0	0.229166667	0.00012595	0.000256292	0	0.000240113	0.000137736	0.000136361	0	0.000632514
222	chr3	21	30849	144	PIK3R4	CpG:21	0.91	NM_014602	130465478	130465700	0.771238779	0.89552882	0	0.5	0.000341609	0.002908752	0	0.001024828	0	0	0.000194583	0.008531672
381	chr2	38	91752	230	ZNF804A	CpG:38	1.1	NM_194250	185463208	185463589	0.771284236	0.89552882	0	0.69047619	0.00034762	0.000640102	0	0.000358926	0.000683935	0.000502616	0.001039556	0.000378133
1137	chr1	118	284612	812	SYPL2	CpG:118	0.83	NM_001040709	110008962	110010124	0.771561224	0.89552882	0	0.920903955	0.002016959	0.00272743	0.001909586	0.001653514	0.002487778	0.003495226	0.00105472	0.003632342
893;893	chr17	80	79003;51009	559	MIS12;DERL2	CpG:80	0.92	NM_024039;NM_016041	5389390	5390283	0.771623149	0.89552882	0	0.341269841	0.000204686	0.001735687	0.000597418	1.38999E-05	2.74079E-06	7.62288E-05	2.08864E-05	0.005109945
3283;3283;4246;4433	chr18	334	4092;4092;4092;4092	2589	SMAD7;SMAD7;SMAD7;SMAD7	CpG:334	0.88	NM_001190821;NM_005904;NM_001190823;NM_001190822	46474931	46479364	0.771690407	0.89552882	0	0.294416244	0.000247038	0.000699885	0.00039835	0.000214518	0.000128245	0.000328478	7.80579E-05	0.001693118
603	chr7	46	51024	337	FIS1	CpG:46	0.98	NM_016068	100895202	100895805	0.771985322	0.89552882	0	0.583333333	0.000391212	0.002816843	0.001087347	7.38293E-05	1.2458E-05	7.26732E-05	0.000202143	0.008175714
444;444;444;444;444	chr11	191	4684;4684;4684;4684;4684	1333	NCAM1;NCAM1;NCAM1;NCAM1;NCAM1	CpG:191	0.85	NM_001242608;NM_181351;NM_000615;NM_001076682;NM_001242607	112832524	112834490	0.772085711	0.89552882	0	0.571553229	0.001273426	0.002305793	0.000273909	0.001959198	0.001587171	0.004095702	0.000375141	0.002446535
2023;2023	chr9	145	100616214;7016	1270	MIR4667;TESK1	CpG:145	0.73	NR_039813;NM_006285	35603968	35605991	0.772258012	0.89552882	0	0.249512671	0.000117547	0.001477091	0	5.71531E-05	0.000295489	0	0	0.004431272
1256;1307	chr6	163	5796;5796	1256	PTPRK;PTPRK	CpG:163	0.81	NM_001135648;NM_002844	128840158	128842126	0.772292347	0.89552882	0	0.251445087	0.000161315	0.000301211	2.10878E-05	0.000245078	0.00021778	0	0.000710446	0.000193188
